Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
32,Research & Development,3,Life Sciences,2,Female,Single,3,10,7,7,7,7,Travel_Rarely,Research Director,401724,0,6,3,3,No,15,3,3,4,3,No
47,Sales,14,Marketing,4,Male,Single,2,20,7,7,1,7,Travel_Rarely,Sales Executive,178560,0,2,3,2,No,12,3,4,1,3,No
40,Sales,5,Life Sciences,4,Male,Married,5,20,18,13,1,12,Travel_Frequently,Sales Executive,377100,1,2,2,3,Yes,21,4,4,1,3,No
53,Research & Development,7,Life Sciences,3,Male,Married,3,32,5,1,1,3,Travel_Rarely,Research Director,533304,0,3,4,4,No,19,3,3,3,3,No
41,Human Resources,10,Human Resources,4,Male,Divorced,3,23,21,6,12,6,Travel_Rarely,Manager,689076,3,2,2,5,No,15,3,2,4,2,No
60,Sales,16,Marketing,4,Male,Single,8,10,2,2,2,2,Travel_Rarely,Sales Executive,194580,0,1,3,2,No,14,3,1,1,3,No
27,Research & Development,10,Life Sciences,2,Male,Divorced,1,9,9,7,1,7,Travel_Frequently,Manufacturing Director,316548,2,4,3,3,No,21,4,4,1,2,No
41,Human Resources,1,Human Resources,3,Male,Married,1,22,22,7,2,10,Travel_Rarely,Manager,690804,1,3,2,5,No,12,3,4,3,3,No
50,Sales,8,Marketing,4,Male,Married,7,4,2,2,2,2,Travel_Rarely,Sales Representative,139500,1,2,3,1,No,15,3,4,2,3,No
28,Research & Development,1,Life Sciences,2,Female,Single,7,10,7,7,3,7,Travel_Rarely,Research Scientist,79776,0,4,1,1,Yes,13,3,1,2,3,Yes
36,Research & Development,8,Life Sciences,3,Female,Married,9,10,8,7,0,5,Non-Travel,Research Director,421668,1,2,4,3,No,14,3,1,1,3,No
38,Research & Development,1,Life Sciences,3,Female,Single,4,10,1,0,0,0,Travel_Rarely,Manufacturing Director,282996,0,4,3,3,Yes,14,3,3,3,4,No
44,Research & Development,24,Medical,3,Male,Single,2,9,5,2,1,4,Non-Travel,Laboratory Technician,133488,0,5,1,1,No,14,3,1,3,3,No
47,Sales,3,Medical,3,Female,Divorced,9,28,22,2,11,13,Travel_Frequently,Sales Executive,495720,2,2,3,4,Yes,12,3,4,3,2,No
30,Sales,27,Marketing,5,Male,Divorced,7,10,8,7,7,7,Travel_Rarely,Sales Executive,190944,1,2,3,2,No,23,4,3,4,2,No
29,Sales,10,Life Sciences,3,Male,Single,1,1,1,0,0,0,Travel_Rarely,Sales Representative,95112,0,6,3,1,No,11,3,3,3,3,No
42,Research & Development,19,Medical,3,Male,Divorced,6,7,2,2,2,2,Travel_Frequently,Research Scientist,99324,0,2,4,1,Yes,12,3,3,3,3,Yes
43,Sales,15,Life Sciences,3,Male,Married,3,7,2,2,2,2,Travel_Frequently,Sales Executive,244944,1,5,2,2,No,18,3,4,4,3,No
34,Research & Development,8,Medical,2,Female,Single,3,10,5,1,4,3,Travel_Rarely,Healthcare Representative,221112,0,2,3,2,No,11,3,2,3,3,No
23,Research & Development,9,Medical,1,Male,Married,1,5,4,3,0,2,Travel_Rarely,Laboratory Technician,90000,1,2,3,1,No,14,3,2,1,4,No
39,Human Resources,3,Human Resources,3,Female,Married,9,12,8,3,3,6,Travel_Rarely,Human Resources,230004,1,3,4,2,No,15,3,3,2,1,No
56,Research & Development,9,Medical,3,Male,Married,7,30,10,7,1,1,Travel_Rarely,Healthcare Representative,399708,0,1,3,4,No,11,3,3,4,2,No
40,Research & Development,2,Medical,1,Female,Single,0,5,4,2,2,3,Travel_Rarely,Research Scientist,84312,0,2,2,1,Yes,20,4,4,4,2,No
27,Research & Development,7,Medical,3,Female,Single,8,9,7,6,0,7,Travel_Rarely,Healthcare Representative,245196,0,2,2,2,No,19,3,4,1,1,No
29,Sales,10,Marketing,3,Male,Divorced,1,2,2,2,2,2,Travel_Rarely,Sales Representative,82692,2,2,3,1,No,14,3,4,2,3,No
53,Research & Development,6,Life Sciences,3,Male,Single,2,19,2,2,2,2,Travel_Rarely,Laboratory Technician,88200,0,4,3,2,No,17,3,4,4,3,No
35,Research & Development,2,Life Sciences,4,Female,Divorced,2,16,1,0,0,0,Non-Travel,Healthcare Representative,183348,1,2,3,2,No,11,3,4,1,4,No
32,Research & Development,24,Life Sciences,4,Male,Married,1,10,10,8,4,7,Travel_Frequently,Laboratory Technician,191124,2,2,3,2,No,15,3,1,4,3,No
38,Research & Development,2,Medical,5,Male,Married,6,6,1,0,0,1,Travel_Rarely,Research Scientist,110052,1,0,3,1,Yes,13,3,4,3,1,No
34,Research & Development,8,Life Sciences,5,Female,Divorced,3,7,0,0,0,0,Travel_Rarely,Manufacturing Director,184356,1,3,3,2,No,14,3,2,1,3,No
52,Sales,3,Marketing,4,Male,Married,1,34,34,6,1,16,Travel_Rarely,Manager,606816,0,3,2,4,No,11,3,3,1,4,No
33,Research & Development,1,Other,4,Male,Single,1,10,10,9,7,8,Travel_Rarely,Research Scientist,96696,0,2,3,1,Yes,13,3,4,4,2,Yes
25,Sales,26,Medical,1,Female,Single,1,6,6,5,1,4,Travel_Rarely,Sales Executive,222480,0,5,3,2,No,23,4,3,4,2,No
45,Sales,2,Technical Degree,2,Male,Single,0,9,8,7,3,1,Travel_Rarely,Sales Representative,238752,0,3,1,2,No,13,3,2,3,3,No
23,Research & Development,10,Medical,1,Male,Single,1,2,2,2,0,2,Travel_Rarely,Research Scientist,126180,0,3,4,1,No,18,3,1,3,3,No
47,Sales,27,Life Sciences,2,Female,Single,4,8,5,4,1,3,Travel_Frequently,Sales Executive,230292,0,2,4,2,Yes,12,3,2,3,3,Yes
34,Sales,2,Other,3,Male,Single,1,6,6,5,1,4,Travel_Rarely,Sales Executive,225864,0,5,3,2,No,22,4,4,4,3,No
55,Research & Development,2,Medical,3,Male,Married,5,24,5,2,1,4,Travel_Rarely,Manager,714924,1,2,3,5,Yes,13,3,4,1,3,Yes
36,Sales,8,Life Sciences,4,Male,Single,1,10,10,7,0,9,Non-Travel,Sales Executive,273132,0,1,2,3,No,15,3,1,1,3,No
52,Research & Development,19,Medical,4,Male,Married,0,5,4,3,1,2,Non-Travel,Research Scientist,153288,1,3,3,1,No,18,3,4,4,3,No
26,Research & Development,1,Life Sciences,2,Female,Divorced,3,5,2,2,2,0,Travel_Frequently,Laboratory Technician,157104,1,2,1,1,No,14,3,1,4,3,No
29,Research & Development,27,Medical,3,Female,Married,4,11,8,7,1,1,Travel_Rarely,Healthcare Representative,156060,1,3,3,2,No,12,3,2,3,2,No
26,Sales,8,Technical Degree,3,Male,Single,6,6,4,3,1,2,Travel_Rarely,Sales Executive,191736,0,2,2,2,No,17,3,4,1,2,Yes
34,Research & Development,1,Life Sciences,4,Female,Single,2,10,4,2,1,3,Travel_Rarely,Research Scientist,118080,0,2,4,1,No,16,3,2,4,3,No
54,Research & Development,19,Medical,4,Female,Divorced,9,9,5,3,1,4,Travel_Rarely,Manufacturing Director,197460,2,4,3,2,Yes,11,3,4,1,3,No
27,Sales,8,Marketing,1,Male,Married,0,5,4,2,1,1,Travel_Frequently,Sales Executive,156312,1,3,3,2,No,19,3,3,4,3,No
37,Research & Development,10,Life Sciences,1,Female,Divorced,0,6,5,3,4,3,Travel_Rarely,Research Scientist,100152,2,3,3,1,Yes,13,3,4,1,2,No
38,Research & Development,2,Life Sciences,4,Female,Single,6,17,15,7,4,12,Travel_Frequently,Manufacturing Director,215280,0,2,4,2,Yes,12,3,1,1,3,No
34,Research & Development,2,Medical,4,Female,Single,1,6,6,5,1,3,Travel_Rarely,Research Scientist,157716,0,3,2,1,No,11,3,3,1,3,No
35,Sales,8,Life Sciences,4,Female,Married,1,3,3,2,0,2,Travel_Rarely,Sales Representative,92592,1,1,3,1,No,16,3,1,4,2,No
30,Research & Development,1,Life Sciences,3,Male,Married,3,7,2,2,0,2,Travel_Rarely,Laboratory Technician,137988,2,2,1,1,No,21,4,4,3,3,No
40,Research & Development,2,Medical,2,Female,Married,1,8,8,7,3,7,Travel_Frequently,Healthcare Representative,152784,1,2,4,2,No,24,4,3,2,3,No
34,Sales,8,Life Sciences,2,Female,Married,5,6,3,2,1,2,Travel_Rarely,Sales Executive,234000,1,1,3,2,No,17,3,3,1,3,No
42,Research & Development,8,Life Sciences,3,Male,Divorced,1,24,24,7,14,9,Travel_Frequently,Manager,663480,1,4,3,5,No,13,3,2,4,2,No
23,Research & Development,6,Life Sciences,3,Male,Married,1,1,0,0,0,0,Travel_Rarely,Laboratory Technician,57636,2,2,4,1,Yes,21,4,3,1,3,Yes
24,Research & Development,9,Life Sciences,3,Male,Divorced,1,1,1,0,0,0,Non-Travel,Laboratory Technician,96984,3,4,2,1,No,11,3,3,2,3,No
52,Research & Development,11,Life Sciences,4,Female,Married,8,9,5,2,1,4,Travel_Rarely,Laboratory Technician,113364,1,3,3,2,No,20,4,4,3,3,No
50,Research & Development,2,Medical,3,Male,Married,5,30,4,3,0,3,Travel_Rarely,Research Director,635004,0,3,3,4,No,16,3,3,3,3,No
29,Research & Development,1,Life Sciences,2,Female,Married,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,83484,1,1,2,1,Yes,11,3,2,1,3,Yes
33,Research & Development,7,Medical,3,Male,Married,0,14,13,9,3,7,Travel_Rarely,Research Director,420876,0,3,3,3,No,11,3,3,3,4,No
33,Sales,16,Marketing,3,Female,Single,5,6,3,2,0,2,Travel_Rarely,Sales Executive,191664,0,3,3,2,No,15,3,1,1,3,Yes
47,Research & Development,2,Other,2,Female,Married,1,26,26,14,3,0,Travel_Rarely,Manager,603072,1,3,3,4,Yes,11,3,3,4,2,No
36,Research & Development,1,Other,3,Female,Married,0,10,9,7,0,5,Travel_Rarely,Manufacturing Director,188208,1,2,3,2,No,15,3,3,2,3,No
29,Research & Development,23,Life Sciences,2,Male,Married,1,10,10,7,0,7,Travel_Rarely,Research Scientist,97200,1,3,4,1,No,24,4,3,3,3,No
58,Research & Development,2,Life Sciences,4,Male,Single,7,40,31,15,13,8,Travel_Rarely,Research Director,692856,0,2,3,5,Yes,12,3,4,2,3,Yes
35,Research & Development,1,Life Sciences,4,Female,Single,3,7,2,2,2,2,Travel_Rarely,Research Scientist,90216,0,0,4,1,No,13,3,4,3,3,No
42,Research & Development,1,Life Sciences,2,Female,Married,9,8,4,3,0,2,Travel_Rarely,Manufacturing Director,218232,1,4,2,2,Yes,13,3,4,4,3,No
28,Research & Development,2,Medical,4,Male,Single,6,5,2,2,2,1,Travel_Rarely,Research Scientist,157752,0,3,3,1,No,17,3,3,3,2,Yes
36,Human Resources,13,Human Resources,3,Male,Married,4,8,5,2,0,4,Travel_Rarely,Human Resources,77148,1,2,3,1,No,13,3,3,2,3,No
32,Research & Development,4,Life Sciences,3,Female,Married,1,14,14,13,6,8,Travel_Rarely,Manufacturing Director,221832,1,3,2,2,No,12,3,3,3,3,No
40,Research & Development,16,Medical,4,Male,Single,6,10,1,0,0,0,Travel_Frequently,Laboratory Technician,183384,0,6,2,2,No,14,3,1,3,3,No
30,Research & Development,2,Medical,3,Female,Single,5,12,0,0,0,0,Travel_Rarely,Manufacturing Director,247572,0,4,2,2,Yes,24,4,3,4,2,No
45,Research & Development,2,Life Sciences,3,Female,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,81864,0,3,2,1,No,14,3,2,3,3,No
42,Research & Development,29,Life Sciences,3,Male,Married,1,10,9,8,7,8,Travel_Rarely,Manufacturing Director,159624,1,3,3,2,No,13,3,2,2,2,No
38,Research & Development,12,Life Sciences,3,Male,Divorced,2,13,4,3,1,2,Travel_Frequently,Healthcare Representative,226368,1,3,2,2,No,15,3,1,1,2,No
34,Research & Development,16,Life Sciences,4,Female,Single,1,6,5,2,1,3,Travel_Frequently,Research Scientist,91908,0,3,2,1,No,16,3,3,4,3,No
49,Sales,11,Marketing,3,Female,Married,1,9,9,8,7,7,Travel_Rarely,Sales Executive,275544,2,3,3,3,No,18,3,3,4,4,Yes
55,Sales,2,Medical,1,Male,Single,4,12,9,7,7,3,Travel_Rarely,Sales Executive,185760,0,3,3,2,No,16,3,3,4,2,Yes
43,Research & Development,14,Life Sciences,2,Male,Married,6,22,4,1,1,0,Travel_Rarely,Research Director,617724,1,3,3,4,No,24,4,2,1,3,No
27,Research & Development,5,Technical Degree,1,Male,Divorced,1,9,9,8,0,8,Travel_Rarely,Research Director,461088,1,3,2,3,Yes,16,3,3,4,3,No
35,Research & Development,7,Other,3,Male,Single,3,17,8,5,1,6,Travel_Rarely,Manufacturing Director,367956,0,3,3,3,No,21,4,3,3,4,No
28,Sales,2,Marketing,4,Female,Married,1,8,8,7,7,5,Travel_Rarely,Sales Executive,172044,0,2,3,2,Yes,20,4,2,2,3,No
34,Human Resources,3,Human Resources,2,Male,Married,0,4,3,2,0,2,Travel_Rarely,Human Resources,134532,1,1,3,1,No,19,3,3,4,1,No
26,Research & Development,5,Medical,2,Female,Married,1,8,8,7,1,7,Travel_Frequently,Research Scientist,85176,1,2,2,1,Yes,14,3,3,3,3,Yes
27,Research & Development,3,Medical,3,Male,Married,1,0,0,0,0,0,Non-Travel,Research Scientist,61416,3,6,3,1,No,11,3,4,4,2,No
51,Sales,26,Marketing,4,Female,Married,2,29,20,6,4,17,Travel_Rarely,Manager,587052,1,2,3,4,No,14,3,1,3,2,No
44,Research & Development,4,Medical,3,Male,Single,9,10,5,2,2,3,Travel_Rarely,Healthcare Representative,213588,0,2,3,2,No,12,3,4,2,2,No
25,Research & Development,2,Medical,1,Male,Single,7,6,4,3,0,1,Travel_Rarely,Research Scientist,123264,0,3,4,1,No,13,3,1,1,2,No
33,Sales,1,Medical,3,Male,Divorced,1,9,9,8,0,8,Travel_Rarely,Sales Executive,145332,1,5,4,2,No,22,4,1,1,3,No
35,Research & Development,27,Medical,1,Female,Single,1,6,6,5,1,1,Travel_Rarely,Research Scientist,92124,0,3,2,1,No,11,3,3,1,2,No
36,Sales,1,Life Sciences,2,Male,Married,1,18,18,14,4,11,Travel_Rarely,Sales Executive,223236,1,1,3,2,Yes,14,3,2,4,2,No
32,Sales,13,Life Sciences,4,Male,Divorced,2,8,5,2,0,3,Travel_Rarely,Sales Executive,158508,1,3,3,2,No,11,3,2,4,2,No
30,Research & Development,5,Life Sciences,4,Male,Divorced,9,10,5,4,0,3,Travel_Frequently,Research Scientist,135396,1,3,2,1,No,12,3,2,4,2,No
53,Sales,7,Marketing,2,Female,Married,7,35,5,2,0,4,Travel_Rarely,Sales Executive,393624,1,3,2,3,Yes,18,3,1,4,3,No
45,Sales,9,Marketing,3,Male,Divorced,4,18,5,4,0,2,Travel_Rarely,Sales Executive,387396,1,2,3,3,Yes,12,3,4,1,3,No
32,Research & Development,8,Medical,2,Female,Married,5,9,5,3,1,3,Travel_Rarely,Research Scientist,186300,1,3,4,2,No,12,3,3,3,2,No
52,Research & Development,25,Medical,4,Female,Married,3,31,9,8,0,0,Travel_Frequently,Manufacturing Director,497736,0,3,2,4,No,22,4,3,4,3,No
37,Sales,16,Marketing,4,Male,Divorced,4,9,1,0,0,0,Travel_Rarely,Sales Executive,228024,2,2,2,2,No,19,3,4,3,3,No
28,Human Resources,8,Medical,2,Male,Divorced,1,6,5,1,0,4,Travel_Rarely,Human Resources,177696,1,6,2,1,No,13,3,2,4,3,No
22,Research & Development,1,Life Sciences,2,Male,Married,6,4,2,2,2,2,Travel_Rarely,Manufacturing Director,171900,2,2,2,2,No,22,4,4,4,1,No
44,Research & Development,8,Life Sciences,4,Male,Married,2,10,3,2,0,2,Travel_Rarely,Laboratory Technician,101448,1,2,4,1,Yes,24,4,1,4,2,No
42,Research & Development,2,Medical,1,Male,Single,5,8,2,1,2,2,Travel_Frequently,Research Scientist,90540,0,2,3,1,Yes,14,3,2,4,3,No
36,Human Resources,8,Life Sciences,3,Male,Married,0,6,5,4,0,3,Travel_Rarely,Human Resources,84312,0,3,2,1,No,21,4,1,1,3,No
25,Sales,3,Other,1,Male,Married,1,5,5,3,0,3,Travel_Rarely,Sales Executive,150984,0,3,3,2,Yes,18,3,3,1,3,No
35,Research & Development,9,Life Sciences,3,Female,Married,1,17,17,14,5,15,Travel_Rarely,Manufacturing Director,384660,1,2,2,3,Yes,20,4,4,3,3,No
35,Research & Development,25,Life Sciences,4,Female,Divorced,1,10,10,2,7,8,Travel_Frequently,Research Scientist,72792,1,3,3,1,Yes,19,3,4,2,2,Yes
32,Research & Development,1,Life Sciences,3,Male,Divorced,0,4,3,0,0,2,Non-Travel,Laboratory Technician,83304,1,2,3,1,No,12,3,4,4,3,No
25,Sales,4,Marketing,1,Male,Married,1,5,5,2,0,3,Travel_Rarely,Sales Executive,153216,0,1,2,2,No,12,3,3,1,4,No
49,Research & Development,1,Technical Degree,3,Female,Married,2,7,4,2,0,2,Travel_Rarely,Research Scientist,128880,1,2,3,1,No,16,3,3,1,3,No
24,Research & Development,4,Life Sciences,1,Male,Married,0,6,5,2,3,4,Non-Travel,Laboratory Technician,113832,0,2,2,1,No,17,3,1,4,2,No
32,Sales,5,Life Sciences,2,Male,Married,1,10,10,8,5,3,Travel_Frequently,Sales Executive,234864,1,3,3,2,No,14,3,2,2,3,No
38,Sales,9,Marketing,3,Male,Married,0,3,2,2,1,2,Travel_Rarely,Sales Representative,104364,1,3,2,1,No,19,3,2,2,3,No
42,Research & Development,3,Life Sciences,3,Female,Married,2,17,5,3,1,3,Travel_Rarely,Laboratory Technician,188316,1,1,4,2,Yes,13,3,3,4,2,No
31,Research & Development,11,Life Sciences,4,Male,Married,3,8,6,4,0,2,Travel_Rarely,Research Scientist,84816,1,2,3,1,Yes,19,3,4,4,3,No
29,Sales,1,Medical,3,Female,Divorced,6,5,3,2,0,2,Travel_Rarely,Sales Representative,100800,3,3,2,1,Yes,19,3,2,3,3,Yes
53,Sales,8,Marketing,3,Male,Married,5,28,2,0,2,2,Travel_Rarely,Sales Executive,426096,1,3,3,4,No,14,3,1,4,3,No
35,Research & Development,25,Technical Degree,3,Male,Married,3,16,13,10,4,8,Travel_Rarely,Manufacturing Director,392508,0,2,2,3,No,16,3,4,2,3,No
37,Sales,21,Medical,2,Female,Married,5,10,5,4,0,0,Travel_Frequently,Sales Representative,107028,1,3,3,1,No,15,3,3,4,3,No
53,Research & Development,23,Life Sciences,4,Female,Single,6,33,12,9,3,8,Travel_Rarely,Research Director,513900,0,0,3,4,No,18,3,4,4,3,No
43,Research & Development,1,Life Sciences,3,Female,Married,4,12,5,2,2,2,Travel_Frequently,Healthcare Representative,200232,1,2,3,2,No,13,3,4,4,2,No
47,Sales,2,Marketing,2,Female,Married,0,8,7,6,7,7,Travel_Rarely,Sales Executive,163332,1,2,3,2,Yes,22,4,3,4,3,No
37,Sales,19,Medical,2,Male,Single,1,10,10,0,0,9,Non-Travel,Sales Executive,275112,0,2,3,3,Yes,13,3,1,2,3,No
50,Research & Development,2,Life Sciences,4,Male,Divorced,1,31,31,6,14,7,Non-Travel,Manager,645264,1,3,3,4,No,11,3,1,1,3,No
39,Human Resources,2,Life Sciences,3,Female,Married,8,13,5,4,0,4,Travel_Rarely,Human Resources,187344,2,2,2,2,No,11,3,4,4,3,No
33,Human Resources,3,Human Resources,2,Male,Divorced,3,7,4,3,0,3,Travel_Rarely,Human Resources,81972,1,4,3,1,Yes,11,3,4,2,4,No
32,Research & Development,25,Life Sciences,4,Male,Single,1,1,1,0,0,1,Travel_Rarely,Laboratory Technician,100620,0,2,3,1,Yes,24,4,1,4,1,Yes
29,Research & Development,7,Medical,1,Female,Divorced,6,8,4,3,0,3,Travel_Rarely,Laboratory Technician,91152,3,5,2,1,No,14,3,1,4,3,No
44,Research & Development,9,Life Sciences,2,Male,Married,1,8,8,7,7,1,Travel_Rarely,Research Scientist,92124,0,0,3,1,Yes,13,3,2,1,3,No
28,Sales,5,Medical,4,Male,Single,1,4,4,2,0,2,Travel_Rarely,Sales Executive,176688,0,3,3,2,No,14,3,1,4,3,No
58,Research & Development,2,Life Sciences,1,Male,Divorced,9,3,1,0,0,0,Travel_Frequently,Laboratory Technician,85680,1,3,2,1,Yes,14,3,4,4,2,Yes
43,Research & Development,8,Life Sciences,3,Female,Divorced,4,4,1,0,0,0,Travel_Rarely,Manufacturing Director,171540,1,2,3,2,No,21,4,1,2,4,No
20,Sales,2,Medical,3,Female,Single,1,2,2,2,0,2,Travel_Rarely,Sales Representative,73584,0,3,2,1,No,13,3,3,3,2,Yes
21,Research & Development,18,Other,1,Female,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,96948,0,3,3,1,No,19,3,4,4,2,Yes
36,Research & Development,14,Life Sciences,1,Male,Married,0,17,16,8,4,11,Travel_Rarely,Healthcare Representative,237096,1,2,3,2,Yes,17,3,3,4,2,No
47,Sales,2,Life Sciences,4,Female,Single,1,3,3,2,1,2,Travel_Rarely,Sales Representative,118584,0,3,2,1,Yes,18,3,4,4,2,No
22,Research & Development,3,Life Sciences,1,Female,Married,0,4,3,2,0,2,Travel_Rarely,Manufacturing Director,150156,1,3,3,2,Yes,19,3,2,3,4,Yes
41,Research & Development,2,Life Sciences,4,Female,Divorced,4,10,7,7,1,0,Travel_Rarely,Laboratory Technician,100008,1,1,1,1,Yes,13,3,2,4,2,Yes
28,Research & Development,9,Medical,3,Female,Divorced,5,6,2,2,2,2,Travel_Rarely,Research Scientist,85572,1,2,3,1,No,18,3,3,3,3,No
39,Research & Development,6,Medical,3,Male,Married,7,8,2,2,2,2,Travel_Rarely,Laboratory Technician,86544,0,2,3,1,Yes,21,4,4,1,1,Yes
27,Research & Development,4,Life Sciences,3,Female,Single,1,1,1,1,0,0,Travel_Rarely,Research Scientist,83448,0,2,3,1,No,19,3,2,3,3,No
34,Research & Development,10,Life Sciences,3,Male,Divorced,1,1,1,0,1,0,Travel_Rarely,Laboratory Technician,72288,2,3,3,1,No,14,3,2,2,3,No
42,Sales,14,Medical,2,Female,Single,7,10,5,4,0,3,Travel_Rarely,Sales Executive,224784,0,6,2,2,No,17,3,3,3,3,No
33,Research & Development,1,Other,4,Male,Single,3,6,3,2,0,2,Travel_Rarely,Research Scientist,100764,0,1,2,1,Yes,11,3,3,1,3,No
58,Research & Development,5,Technical Degree,3,Female,Divorced,2,24,6,0,0,4,Travel_Rarely,Healthcare Representative,379872,1,3,2,3,Yes,13,3,3,2,3,No
31,Sales,7,Life Sciences,4,Male,Married,3,13,7,7,5,2,Travel_Rarely,Sales Representative,83844,0,2,2,1,No,15,3,2,3,4,No
35,Research & Development,21,Life Sciences,1,Female,Married,1,10,10,6,0,7,Travel_Rarely,Healthcare Representative,144504,1,2,3,2,Yes,25,4,4,4,1,No
49,Research & Development,8,Other,2,Female,Married,4,29,26,9,1,7,Travel_Rarely,Laboratory Technician,266508,1,3,3,3,No,11,3,1,2,2,No
48,Research & Development,20,Medical,4,Male,Married,4,13,0,0,0,0,Travel_Rarely,Research Scientist,81324,2,2,3,1,No,17,3,4,3,2,No
31,Sales,20,Marketing,2,Female,Married,1,9,9,8,0,0,Non-Travel,Sales Executive,249552,1,2,3,2,No,13,3,4,3,2,No
36,Research & Development,7,Other,4,Male,Single,2,8,6,2,0,1,Travel_Rarely,Research Scientist,168408,0,6,3,1,No,18,3,2,4,3,No
38,Research & Development,1,Technical Degree,3,Female,Married,1,15,15,12,5,11,Travel_Rarely,Research Director,488952,1,3,3,3,No,13,3,4,1,3,No
32,Research & Development,1,Life Sciences,3,Female,Married,6,5,3,0,0,2,Non-Travel,Laboratory Technician,83952,0,3,2,1,No,20,4,3,2,3,No
25,Sales,19,Marketing,2,Male,Married,1,1,1,0,0,0,Travel_Rarely,Sales Representative,86868,3,2,2,1,Yes,18,3,3,2,3,Yes
40,Sales,10,Marketing,4,Male,Divorced,2,11,1,0,0,0,Travel_Rarely,Sales Executive,349380,1,2,2,3,No,12,3,1,2,2,No
26,Sales,1,Medical,3,Male,Single,1,7,7,7,0,7,Travel_Frequently,Sales Executive,154584,0,2,2,2,No,12,3,3,1,3,No
41,Research & Development,6,Medical,3,Male,Single,2,20,18,13,2,17,Travel_Rarely,Laboratory Technician,169956,0,3,3,1,Yes,13,3,4,1,3,No
36,Research & Development,2,Medical,4,Male,Single,4,16,11,8,3,9,Travel_Rarely,Laboratory Technician,90684,0,6,3,1,No,21,4,3,3,3,No
19,Sales,21,Other,3,Male,Single,1,1,1,0,0,0,Travel_Rarely,Sales Representative,76356,0,3,2,1,Yes,13,3,4,2,4,Yes
20,Research & Development,4,Technical Degree,3,Male,Single,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,107028,0,2,3,1,No,19,3,1,1,3,Yes
31,Research & Development,12,Medical,3,Female,Married,0,10,9,7,8,5,Travel_Rarely,Healthcare Representative,210780,2,2,3,2,Yes,11,3,4,4,1,No
40,Research & Development,9,Medical,4,Male,Divorced,8,3,1,1,0,0,Travel_Frequently,Research Scientist,130212,1,2,3,1,Yes,14,3,4,2,3,No
32,Research & Development,3,Medical,4,Female,Married,1,8,8,7,6,3,Travel_Rarely,Manufacturing Director,242100,1,2,3,2,No,12,3,3,1,4,No
36,Sales,3,Life Sciences,1,Male,Married,1,16,16,7,3,7,Travel_Rarely,Sales Executive,371700,1,6,2,3,Yes,11,3,3,4,3,Yes
33,Research & Development,1,Life Sciences,3,Female,Single,0,6,5,0,1,4,Travel_Rarely,Healthcare Representative,250164,0,3,2,2,No,14,3,2,4,3,No
37,Sales,1,Life Sciences,4,Male,Married,5,17,14,1,11,7,Travel_Rarely,Sales Executive,381924,0,2,2,3,No,11,3,1,3,1,Yes
45,Research & Development,4,Life Sciences,2,Male,Married,1,9,9,7,0,8,Non-Travel,Laboratory Technician,160092,0,5,3,2,No,12,3,3,2,2,No
29,Sales,20,Technical Degree,3,Female,Married,1,3,3,1,0,2,Travel_Frequently,Sales Representative,77652,1,5,3,1,No,15,3,3,4,3,No
35,Sales,18,Medical,3,Female,Married,1,5,5,2,1,0,Travel_Rarely,Sales Executive,165636,0,3,3,2,No,16,3,3,3,3,No
52,Research & Development,1,Life Sciences,2,Male,Married,2,26,9,8,7,8,Travel_Rarely,Manager,615564,1,2,3,4,No,15,3,4,4,2,No
58,Research & Development,2,Technical Degree,3,Male,Single,4,7,1,0,0,0,Travel_Rarely,Research Scientist,89244,0,4,3,1,No,24,4,4,3,3,Yes
53,Sales,2,Medical,2,Male,Divorced,6,22,17,13,15,2,Travel_Rarely,Manager,534672,1,3,3,4,No,13,3,3,3,4,No
30,Sales,8,Other,2,Male,Divorced,5,10,8,4,7,7,Travel_Rarely,Sales Executive,261504,1,2,3,3,No,11,3,3,3,4,No
38,Sales,10,Technical Degree,3,Female,Single,1,6,5,3,1,3,Non-Travel,Sales Executive,203976,0,1,3,2,Yes,13,3,3,4,3,No
35,Sales,3,Life Sciences,4,Male,Divorced,6,12,10,9,0,8,Travel_Rarely,Sales Executive,281628,1,2,3,3,No,13,3,4,4,3,No
39,Sales,2,Life Sciences,5,Male,Single,0,9,8,7,0,7,Travel_Rarely,Sales Executive,283680,0,3,4,3,No,18,3,1,3,3,No
